id,title,title_en,chapters,publishing,published_from,published_to,score,scored_by,members,favorites,Action,Adventure,Avant_Garde,Award_Winning,Boys_Love,Comedy,Drama,Fantasy,Girls_Love,Gourmet,Horror,Mystery,Romance,Sci_Fi,Slice_of_Life,Sports,Supernatural,Suspense,Ecchi,Erotica,Josei,Kids,Seinen,Shoujo,Shounen
141,Battle Club,Battle Club,47,FALSE,4/28/2004,3/7/2006,6.5,1468,3838,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142,Battle Royale,Battle Royale,119,FALSE,1/1/2000,1/1/2005,7.9,30421,68454,2890,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
143,Beautiful People,Beautiful People,6,FALSE,10/1/2001,,7.19,1849,4044,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
144,Kamisama Damono♥,Because I'm the Goddess,19,FALSE,11/25/2003,12/24/2004,6.79,704,1536,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
145,Beck,BECK: Mongolian Chop Squad,103,FALSE,2/17/2000,6/5/2008,8.68,25564,70824,4547,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
146,Sheets no Sukima,Between the Sheets,6,FALSE,8/1/1995,1/1/1996,6.33,349,838,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
147,Sono Mukou no Mukougawa,Beyond the Beyond,38,FALSE,3/1/2004,2/1/2008,7.29,438,1078,27,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,Bird Kiss,,30,FALSE,1/1/2002,,6.74,397,980,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
149,Blame!,Blame!,66,FALSE,1/25/1997,7/25/2003,8.3,38285,135185,7617,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
150,Western Shotgun,Blazin' Barrels,0,FALSE,1/1/2000,1/1/2010,6.81,152,477,5,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
151,Yato no Kamitsukai,Blood Sucker: Legend of Zipangu,72,FALSE,1/1/1994,1/1/2007,6.74,295,1175,12,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
152,Boys Be...,Boys Be...,255,FALSE,7/24/1991,10/30/1996,6.49,370,1500,13,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
153,Boys Be... 2nd Season,Boys Be II,157,FALSE,11/6/1996,2/23/2000,6.97,150,492,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
155,Brain Powerd,Brain Powered,26,FALSE,11/26/1997,10/26/2000,6.3,462,1140,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
156,Sennen no Yuki,Millennium Snow,18,FALSE,11/24/2000,12/10/2013,7.61,7593,16263,213,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
157,Imadoki!,Nowadays,26,FALSE,5/1/2000,7/1/2001,7.57,6964,13080,237,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
158,Ghost Hunt,Ghost Hunt,43,FALSE,12/6/1997,9/30/2010,8.24,5252,14803,478,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
159,Brave Story: Shinsetsu,,199,FALSE,4/9/2004,5/9/2008,6.79,392,1319,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
160,School Rumble,School Rumble,345,FALSE,10/23/2002,7/23/2008,7.98,13210,28502,1474,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
161,Brigadoon: Marin to Melan,Brigadoon,10,FALSE,1/1/2000,1/1/2001,6.65,212,488,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
162,Bus Gamer,Bus Gamer,11,FALSE,1/1/1999,11/28/2001,7.32,995,2199,22,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
163,Kimi ni shika Kikoenai,Calling You,5,FALSE,12/1/2003,,7.28,1169,2547,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
164,Nousatsu Junkie,Nosatsu Junkie,96,FALSE,10/4/2003,11/20/2008,7.93,4670,12211,275,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
165,Cherry Juice,Cherry Juice,21,FALSE,6/3/2004,3/17/2006,7.23,5766,10991,117,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
166,Chou Shinri Genshou Nouryokusha Nanaki,Psychic Power Nanaki,17,FALSE,10/20/2003,10/5/2004,7.09,374,908,8,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
167,Chronicles of the Cursed Sword,Chronicles of the Cursed Sword,163,FALSE,1/1/1999,1/1/2009,6.95,720,2183,49,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
169,Comic Party,Comic Party,49,FALSE,1/1/2001,3/1/2005,6.89,970,2175,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
170,Mondaiteiki Sakuhinshu,Confidential Confessions,23,FALSE,1/1/2000,1/1/2002,7.69,1929,5547,115,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
172,Corrector Yui,Corrector Yui,11,FALSE,4/1/1999,12/1/1999,6.72,250,669,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
173,Cowboy Bebop,Cowboy Bebop,11,FALSE,4/8/1999,4/10/2000,7.15,6873,15882,297,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
174,Shooting Star Bebop: Cowboy Bebop,Cowboy Bebop: Shooting Star,10,FALSE,5/1/1998,10/10/1998,6.71,1945,5327,43,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
175,Touhou Sangetsusei: Eastern and Little Nature Deity,,5,FALSE,3/26/2005,3/25/2006,6.97,1843,4477,40,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Chocotto Sister,Chocotto Sister,71,FALSE,12/19/2003,4/27/2007,7.11,1558,3518,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
177,Tsuiteru Kanojo,,9,FALSE,8/9/2004,6/9/2005,6.97,667,1516,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
178,Bokutachi wa Asu ni Mukatte Ikiru no da,Living for Tomorrow,7,FALSE,1/31/2005,,7.32,2324,4182,13,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
179,Color,Color,5,FALSE,2/1/1999,,7.19,1784,3231,19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
180,Zurui Otoko,,6,FALSE,1/1/2001,,6.25,242,501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
181,Zombieya Reiko,Reiko the Zombie Shop,58,FALSE,6/6/1998,3/6/2004,7.07,250,1400,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
182,Zombie Hunter,,26,FALSE,1/1/1999,1/1/2000,6.75,1404,3263,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Zoku Shishunki Miman Okotowari,,10,FALSE,1/14/1992,1/14/1994,6.98,214,656,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
184,Shishunki Miman Okotowari,,18,FALSE,12/20/1990,1/1/1991,7.04,558,1325,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
185,Shishunki Miman Okotowari Kanketsuhen,,3,FALSE,6/1/2000,,6.99,445,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
186,Zoku - Kindan no Koi wo Shiyou,,4,FALSE,1/1/2001,,7.4,1601,2866,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
187,Kindan no Koi wo Shiyou,,5,FALSE,1/1/2000,,7.29,2490,4682,34,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
188,Kindan no Koi de Ikou,,50,FALSE,1/1/2001,1/1/2005,7.79,1825,4049,71,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
190,Juunikyuu de Tsukamaete,Zodiac P.I.,20,FALSE,3/3/2001,12/3/2002,7.38,2175,4279,68,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
191,Zipang,,422,FALSE,7/27/2000,11/5/2009,7.58,692,2993,56,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
192,Zip-Up Boy,,4,FALSE,1/1/1998,,5.81,285,539,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
193,Zig☆Zag,Zig☆Zag,44,FALSE,9/24/2004,9/24/2008,7,294,925,11,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
194,Mai,"Mai, The Psychic Girl",53,FALSE,1/1/1985,1/1/1986,6.72,525,1707,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
195,Zig x Zag,,8,FALSE,11/13/2000,6/13/2001,6.72,172,407,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
196,Zeus,Zeus,3,FALSE,10/1/1997,9/1/1998,6.18,704,1263,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Zettai Unmei Houteishiki,,4,FALSE,9/25/2004,,7.09,1022,1775,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
198,Gravity Eyes,Gravity Eyes,8,FALSE,1/1/2007,5/1/2008,7.63,1153,2005,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
199,Ningyo Series,,16,FALSE,8/1/1984,2/1/1994,7.42,2688,6895,92,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
200,Tsumasaki ni Kiss,A Gentleman's Kiss,8,FALSE,1/1/2005,1/1/2006,7.55,892,1592,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
201,Kidou Keisatsu Patlabor,Mobile Police Patlabor,91,FALSE,3/23/1988,5/11/1994,7.66,468,2088,36,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
202,9th Sleep,9th Sleep,3,FALSE,1/1/2004,,6.63,518,1029,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Ai no Chikara de Koi wo Suru no da,Crushing Love,8,FALSE,1/1/2006,,6.75,802,1683,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
204,Ai no Kotodama,Words of Devotion,13,FALSE,1/1/2000,1/1/2002,7.07,719,1452,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
205,Akutai wa Toiki to Mazariau,Sweet Whisper,6,FALSE,1/1/2005,,6.93,826,1575,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
206,Kidou Senshi Gundam 0079,Mobile Suit Gundam 0079,72,FALSE,1/1/1993,1/1/2005,7.35,308,1068,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
207,"Alcohol, Shirt, and Kiss","Alcohol, Shirt, and Kiss",9,FALSE,1/1/2004,,6.91,385,844,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
208,Naichaisou yo.,Almost Crying,8,FALSE,10/29/2002,,6.67,213,656,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Seiyou Kottou Yougashiten,Antique Bakery,23,FALSE,4/28/1999,7/27/2002,7.68,1759,4281,88,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
211,Kurumi no Naka,In the Walnut,0,FALSE,8/5/2002,10/9/2010,7.01,227,650,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
212,Me ni wa Sayaka ni Mienedomo,Beyond My Touch,6,FALSE,1/1/2003,,7.14,693,1341,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
213,Binetsu Kakumei,Sweet Revolution,7,FALSE,1/1/2000,,6.59,383,797,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Kidou Senshi Gundam: The Origin,Mobile Suit Gundam: The Origin,112,FALSE,6/25/2001,6/26/2014,8.53,3241,13550,700,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
216,RahXephon,RahXephon,16,FALSE,9/19/2001,11/19/2002,6.4,934,1997,18,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
217,Boku dake no Ousama,My Only King,8,FALSE,8/28/2004,,6.61,321,815,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
218,Bokura no Oukoku,Our Kingdom,27,FALSE,1/1/2000,1/1/2007,7.48,892,1949,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219,Alive: Saishuu Shinkateki Shounen,Alive: The Final Evolution,83,FALSE,4/5/2003,2/6/2010,7.81,9333,24947,546,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
220,Aventura,Adventura,39,FALSE,5/26/2005,8/26/2015,7.35,254,919,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221,Basilisk: Kouga Ninpouchou,Basilisk: The Kouga Ninja Scrolls,34,FALSE,2/4/2003,6/15/2004,7.47,7048,15803,247,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
222,Le Chevalier d'Eon,Le Chevalier d'Eon,45,FALSE,1/26/2005,11/26/2008,7.07,589,2347,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
223,Café Kichijouji de,Café Kichijoji de,14,FALSE,5/1/2001,4/1/2003,7.24,763,1787,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
224,Camera Camera Camera,Camera Camera Camera,13,FALSE,1/1/2002,,6.76,190,422,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
225,Chiisana Glass no Sora,Glass Sky,9,FALSE,1/1/2000,,6.73,411,805,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
226,Mizu Nurumu,Spring Fever,6,FALSE,10/1/2000,3/1/2001,6.94,347,622,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
227,Taiyou no Shita de Warae,Laugh Under the Sun,5,FALSE,1/1/1999,,7.02,247,509,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
228,Silent Möbius,Silent Möbius,0,FALSE,1/1/1991,1/1/2003,7.22,322,1197,26,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
229,Dragon Head,Dragon Head,89,FALSE,9/12/1994,12/13/1999,7.21,7960,22552,361,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
230,Chou ni Naru Hi,The Day I Become a Butterfly,6,FALSE,7/1/2003,,7.57,1861,3783,66,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
233,Nakagami-ke no Ichizoku,Clan of the Nakagamis,4,FALSE,1/1/2005,1/1/2007,6.92,316,764,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
234,Saigo no Door wo Shimero!,Close the Last Door,15,FALSE,1/1/2001,,7.6,1243,2565,12,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
235,Aiteru Door kara Shitsurei Shimasuyo,Open The Door Through Your Heart,7,FALSE,1/1/2003,,7.07,642,1207,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
236,Kawaii Beast,Cute Beast,6,FALSE,10/30/2006,,7.13,1032,2095,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
237,Dear Myself,Dear Myself,3,FALSE,1/1/1998,,7.17,1472,2616,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
238,Dear Myself: World's End,Dear Myself: World's End,7,FALSE,1/1/1999,,7,643,1291,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Yabai Kimochi,Desire,4,FALSE,9/1/2001,,7.22,1377,2450,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240,Sore wo Ittara Oshimaiyo,Don't Say Anymore Darling,5,FALSE,1/1/2004,,6.85,283,583,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
241,Dousaibou Seibutsu.,Same Cell Organism,7,FALSE,8/1/2001,,7.39,1691,3445,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Duetto,,10,FALSE,11/12/2004,,6.5,348,670,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
243,Kaiketsu Jouki Tanteidan,Steam Detectives,52,FALSE,1/1/1994,1/1/2000,6.77,151,555,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
244,Enchanter,Enchanter,74,FALSE,8/26/2002,1/26/2009,7.41,673,2475,30,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
245,Fake Fur,Fake Fur,8,FALSE,1/1/2004,,6.91,593,1271,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
246,Princess Princess,Princess Princess,25,FALSE,8/1/2002,4/1/2006,7.55,3366,7553,103,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
247,Princess Princess Plus,Princess Princess Plus,6,FALSE,5/1/2006,1/1/2007,7.2,515,1756,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
248,Family Complex,Family Complex,6,FALSE,1/1/1999,1/1/2000,7.38,2188,4160,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
249,Kakumei no Hi,The Day of Revolution,7,FALSE,1/1/1999,,7.39,3747,7477,98,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
250,Flower of Life,Flower of Life,21,FALSE,5/1/2004,6/1/2007,7.46,281,1173,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
251,G-senjou no Neko,Il gatto sul G,19,FALSE,5/1/2002,9/1/2007,7.5,1355,3153,31,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
252,Gorgeous Carat Galaxy,,7,FALSE,1/1/2004,,7.19,474,942,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Tenchi Muyou! Sasami-chan À la Carte,Tenchi Muyo! Sasami Stories,3,FALSE,3/29/2005,,7.27,206,566,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Harem de Hitori,Alone in My King's Harem,6,FALSE,4/14/2001,11/30/2004,6.99,1355,2595,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
255,Hero Heel: Eiyuu to Akkan,Hero Heel,14,FALSE,1/1/2005,1/1/2007,7.51,1243,2326,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
256,Hoshigarimasen! Katsumade wa,After I Win,6,FALSE,1/1/2006,,7.32,1700,3089,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
257,Hybrid Child,Hybrid Child,5,FALSE,6/28/2003,8/28/2004,7.81,4728,9877,124,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258,Ikebukuro West Gate Park,Ikebukuro West Gate Park,36,FALSE,7/1/2001,11/25/2004,6.96,172,1056,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
259,Jazz,Jazz,20,FALSE,1/1/2003,1/1/2006,7.25,693,1366,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
260,Kashinfuu,Ka Shin Fuu,4,FALSE,7/12/2006,,6.9,605,1188,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
261,Kanjou Kairo,Manic Love,6,FALSE,12/27/2005,,7.08,364,864,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
262,Kare wa Hanazono de Yume wo Miru,Garden Dreams,4,FALSE,9/25/1999,,7.05,171,432,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
263,Keijijou na Bokura,Our Everlasting,13,FALSE,3/1/2000,3/1/2001,7.36,751,1425,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
264,Can't Win With You!,Can't Win With You!,16,FALSE,1/1/2003,,6.92,460,940,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
265,Kimi no Ai wa Mienikui,Invisible Love,8,FALSE,1/1/2005,,7.12,967,1820,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
266,Star,,5,FALSE,8/21/2004,,6.87,213,425,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
267,Hellsing,Hellsing,92,FALSE,4/30/1997,9/30/2008,8.3,40755,87738,5530,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
268,Crazy Love Story,Crazy Love Story,44,FALSE,1/1/2004,,6.72,176,504,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
269,Mikan no Tsuki,Crescent Moon,25,FALSE,1/1/1999,1/1/2001,7.24,1273,3003,67,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
270,Culdcept,,64,FALSE,7/26/1999,7/26/2007,6.91,334,749,14,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
271,Dennou Shoujo☆Mink,Mink,28,FALSE,8/3/1999,7/17/2002,6.65,830,1924,18,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
272,D'v,Deus Vitae,20,FALSE,6/26/1999,2/26/2002,5.69,312,684,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
273,Deja-vu,"Deja-vu: Spring, Summer, Fall, Winter",6,FALSE,1/1/2004,,7.04,239,657,4,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
274,Ai: Hikari to Mizu no Daphne,Daphne in the Brilliant Blue,6,FALSE,7/1/2004,,6.32,216,571,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
275,Daten no Tsuki,Fallen Moon,6,FALSE,4/5/2004,,6.4,673,1414,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,The End,Dead End,20,FALSE,2/24/2001,9/25/2002,6.52,559,2110,11,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
277,Mawang Ilgi,Demon Diary,26,FALSE,1/1/1999,1/1/2002,7.42,4105,7388,221,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
278,Majeh,King of Hell,414,FALSE,1/1/2001,1/1/2015,7.61,3167,9270,188,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
279,Kissing,Kissing,5,FALSE,5/1/2004,,7.2,915,1690,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281,La Esperança,La Esperança,26,FALSE,11/1/2000,1/1/2006,7.18,813,1718,37,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
282,La Vie en Rose,La Vie en Rose,7,FALSE,1/17/2004,1/25/2005,6.67,423,855,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
283,The Big O,,21,FALSE,6/26/1999,9/26/2001,7.1,421,1473,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Little Butterfly,Little Butterfly,15,FALSE,6/1/2001,7/1/2003,8.05,3844,7826,122,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
285,Love Recipe,Love Recipe,10,FALSE,1/1/2005,,7.24,516,1289,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
